"genus","family","order","W","V","H","N","K","p"
"Haematostemon","Euphorbiaceae","Malpighiales",0,0,0,2,0,NA
"Haematoxylum","Fabaceae","Fabales",3,0,0,4,3,1
"Haemodorum","Haemodoraceae","Commelinales",0,0,10,20,10,0
"Haenianthus","Oleaceae","Lamiales",2,0,0,3,2,1
"Hagenbachia","Asparagaceae","Asparagales",0,0,0,6,0,NA
"Hagsatera","Orchidaceae","Asparagales",0,0,1,2,1,0
"Hainanecio","Asteraceae","Asterales",0,0,0,1,0,NA
"Hainardia","Poaceae","Poales",0,0,1,1,1,0
"Hainardiopholis","Poaceae","Poales",0,0,0,1,0,NA
"Haitimimosa","Fabaceae","Fabales",0,0,0,1,0,NA
"Hakea","Proteaceae","Proteales",6,0,0,6,6,1
"Hakonechloa","Poaceae","Poales",0,0,0,1,0,NA
"Halacsya","Boraginaceae","UnknownOrder-Boraginaceae",0,0,0,1,0,NA
"Halanthium","Amaranthaceae","Caryophyllales",0,0,0,2,0,NA
"Halarchon","Amaranthaceae","Caryophyllales",0,0,0,1,0,NA
"Haldina","Rubiaceae","Gentianales",1,0,0,1,1,1
"Halenia","Gentianaceae","Gentianales",0,0,1,76,1,0
"Halerpestes","Ranunculaceae","Ranunculales",0,0,3,8,3,0
"Halesia","Styracaceae","Ericales",4,0,0,4,4,1
"Halimium","Cistaceae","Malvales",2,0,0,13,2,1
"Halimocnemis","Amaranthaceae","Caryophyllales",0,0,0,6,0,NA
"Halimodendron","Fabaceae","Fabales",1,0,0,1,1,1
"Halimolobos","Brassicaceae","Brassicales",0,0,0,11,0,NA
"Halleorchis","Orchidaceae","Asparagales",0,0,0,1,0,NA
"Halleria","Stilbaceae","Lamiales",2,0,0,4,2,1
"Hallianthus","Aizoaceae","Caryophyllales",0,0,0,1,0,NA
"Halocarpus","Podocarpaceae","Araucariales",3,0,0,3,3,1
"Halocharis","Amaranthaceae","Caryophyllales",0,0,0,4,0,NA
"Halocnemum","Amaranthaceae","Caryophyllales",1,0,0,2,1,1
"Halodule","Cymodoceaceae","Alismatales",0,0,3,6,3,0
"Halogeton","Amaranthaceae","Caryophyllales",0,0,1,4,1,0
"Halopegia","Marantaceae","Zingiberales",0,0,2,3,2,0
"Halopeplis","Amaranthaceae","Caryophyllales",1,0,0,3,1,1
"Halophila","Hydrocharitaceae","Alismatales",0,0,3,20,3,0
"Halophytum","Halophytaceae","Caryophyllales",0,0,1,1,1,0
"Halopyrum","Poaceae","Poales",0,0,0,1,0,NA
"Haloragis","Haloragaceae","Saxifragales",1,0,1,6,2,0.5
"Haloragodendron","Haloragaceae","Saxifragales",0,0,0,1,0,NA
"Halosarcia","Amaranthaceae","Caryophyllales",0,0,1,6,1,0
"Halosciastrum","Apiaceae","Apiales",0,0,0,1,0,NA
"Halosicyos","Cucurbitaceae","Cucurbitales",0,0,1,1,1,0
"Halostachys","Amaranthaceae","Caryophyllales",1,0,0,1,1,1
"Halothamnus","Amaranthaceae","Caryophyllales",1,0,0,10,1,1
"Halotis","Amaranthaceae","Caryophyllales",0,0,0,1,0,NA
"Haloxylon","Amaranthaceae","Caryophyllales",4,0,0,9,4,1
"Hamadryas","Ranunculaceae","Ranunculales",0,0,0,5,0,NA
"Hamamelis","Hamamelidaceae","Saxifragales",2,0,0,2,2,1
"Hamatocactus","Cactaceae","Caryophyllales",0,0,0,1,0,NA
"Hamelia","Rubiaceae","Gentianales",6,0,0,17,6,1
"Hamilcoa","Euphorbiaceae","Malpighiales",0,0,0,1,0,NA
"Hammada","Amaranthaceae","Caryophyllales",0,0,0,3,0,NA
"Hammarbya","Orchidaceae","Asparagales",0,0,0,1,0,NA
"Hammatolobium","Fabaceae","Fabales",0,0,0,2,0,NA
"Hammeria","Aizoaceae","Caryophyllales",0,0,0,1,0,NA
"Hampea","Malvaceae","Malvales",2,0,0,22,2,1
"Hanabusaya","Campanulaceae","Asterales",0,0,0,1,0,NA
"Hanburia","Cucurbitaceae","Cucurbitales",0,0,1,2,1,0
"Hancea","Euphorbiaceae","Malpighiales",3,0,0,17,3,1
"Hanceola","Lamiaceae","Lamiales",0,0,0,8,0,NA
"Hancockia","Orchidaceae","Asparagales",0,0,0,1,0,NA
"Hancornia","Apocynaceae","Gentianales",1,0,0,1,1,1
"Handelia","Asteraceae","Asterales",0,0,0,1,0,NA
"Handeliodendron","Sapindaceae","Sapindales",1,0,0,1,1,1
"Handroanthus","Bignoniaceae","Lamiales",11,0,0,30,11,1
"Hanghomia","Apocynaceae","Gentianales",0,0,0,1,0,NA
"Hanguana","Hanguanaceae","Commelinales",0,0,1,10,1,0
"Haniffia","Zingiberaceae","Zingiberales",0,0,0,3,0,NA
"Hannonia","Amaryllidaceae","Asparagales",0,0,1,1,1,0
"Hansenia","Apiaceae","Apiales",0,0,0,1,0,NA
"Hanslia","Fabaceae","Fabales",0,0,0,2,0,NA
"Hansteinia","Acanthaceae","Lamiales",1,0,0,5,1,1
"Hapaline","Araceae","Alismatales",0,0,0,8,0,NA
"Hapalorchis","Orchidaceae","Asparagales",0,0,0,12,0,NA
"Haplocarpha","Asteraceae","Asterales",0,0,6,12,6,0
"Haplochorema","Zingiberaceae","Zingiberales",0,0,0,6,0,NA
"Haploclathra","Calophyllaceae","Malpighiales",2,0,0,4,2,1
"Haplocoelopsis","Sapindaceae","Sapindales",1,0,0,1,1,1
"Haplocoelum","Sapindaceae","Sapindales",2,0,0,6,2,1
"Haplodiscus","Asteraceae","Asterales",0,0,0,1,0,NA
"Haploesthes","Asteraceae","Asterales",0,0,0,3,0,NA
"Haplolobus","Burseraceae","Sapindales",1,0,0,1,1,1
"Haplopappus","Asteraceae","Asterales",2,0,0,71,2,1
"Haplophyllum","Rutaceae","Sapindales",0,0,1,2,1,0
"Haplophyton","Apocynaceae","Gentianales",0,0,0,1,0,NA
"Haplopteris","Pteridaceae","Polypodiales",0,0,0,20,0,NA
"Haplorhus","Anacardiaceae","Sapindales",1,0,0,1,1,1
"Haplormosia","Fabaceae","Fabales",1,0,0,1,1,1
"Haplosciadium","Apiaceae","Apiales",0,0,0,1,0,NA
"Haplosphaera","Apiaceae","Apiales",0,0,0,2,0,NA
"Haplostachys","Lamiaceae","Lamiales",0,0,1,5,1,0
"Haplostichanthus","Annonaceae","Magnoliales",2,0,0,4,2,1
"Haplothismia","Burmanniaceae","Dioscoreales",0,0,0,1,0,NA
"Haptanthus","Haptanthaceae","Buxales",0,0,0,1,0,NA
"Haptocarpum","Cleomaceae","Brassicales",0,0,0,1,0,NA
"Haptotrichion","Asteraceae","Asterales",0,0,1,2,1,0
"Haraella","Orchidaceae","Asparagales",0,0,1,1,1,0
"Harbouria","Apiaceae","Apiales",0,0,0,1,0,NA
"Hardenbergia","Fabaceae","Fabales",1,0,0,3,1,1
"Hardwickia","Fabaceae","Fabales",1,0,0,2,1,1
"Harfordia","Polygonaceae","Caryophyllales",0,0,0,1,0,NA
"Hariota","Cactaceae","Caryophyllales",0,0,0,1,0,NA
"Harleya","Asteraceae","Asterales",0,0,0,1,0,NA
"Harleyodendron","Fabaceae","Fabales",0,0,0,1,0,NA
"Harmogia","Myrtaceae","Myrtales",1,0,0,1,1,1
"Harmonia","Asteraceae","Asterales",0,0,0,5,0,NA
"Harmsia","Malvaceae","Malvales",0,0,0,1,0,NA
"Harmsiodoxa","Brassicaceae","Brassicales",0,0,2,3,2,0
"Harmsiopanax","Araliaceae","Apiales",0,0,0,3,0,NA
"Harnackia","Asteraceae","Asterales",0,0,0,1,0,NA
"Harpachne","Poaceae","Poales",0,0,0,3,0,NA
"Harpagocarpus","Polygonaceae","Caryophyllales",0,0,0,1,0,NA
"Harpagonella","Boraginaceae","UnknownOrder-Boraginaceae",0,0,0,1,0,NA
"Harpalyce","Fabaceae","Fabales",0,0,0,30,0,NA
"Harpephyllum","Anacardiaceae","Sapindales",1,0,0,1,1,1
"Harperia","Restionaceae","Poales",0,0,1,4,1,0
"Harpochilus","Acanthaceae","Lamiales",0,0,0,1,0,NA
"Harpochloa","Poaceae","Poales",0,0,1,2,1,0
"Harpullia","Sapindaceae","Sapindales",3,0,0,3,3,1
"Harrimanella","Ericaceae","Ericales",1,0,0,1,1,1
"Harrisia","Cactaceae","Caryophyllales",0,0,0,17,0,NA
"Harrisonia","Rutaceae","Sapindales",1,0,0,2,1,1
"Harrysmithia","Apiaceae","Apiales",0,0,0,2,0,NA
"Hartia","Theaceae","Ericales",0,0,0,1,0,NA
"Hartleya","Stemonuraceae","Aquifoliales",1,0,0,1,1,1
"Hartliella","Linderniaceae","Lamiales",0,0,0,4,0,NA
"Hartmannia","Onagraceae","Myrtales",0,0,0,3,0,NA
"Hartwrightia","Asteraceae","Asterales",0,0,0,1,0,NA
"Harungana","Hypericaceae","Malpighiales",1,0,0,4,1,1
"Harveya","Orobanchaceae","Lamiales",0,0,9,27,9,0
"Haselhoffia","Acanthaceae","Lamiales",0,0,0,1,0,NA
"Hasseltia","Salicaceae","Malpighiales",2,0,0,3,2,1
"Hasseltiopsis","Salicaceae","Malpighiales",0,0,0,1,0,NA
"Hasteola","Asteraceae","Asterales",0,0,0,3,0,NA
"Hastingia","Lamiaceae","Lamiales",0,0,0,1,0,NA
"Hastingsia","Asparagaceae","Asparagales",0,0,1,4,1,0
"Hatiora","Cactaceae","Caryophyllales",1,0,0,8,1,1
"Hatschbachiella","Asteraceae","Asterales",0,0,0,2,0,NA
"Haumania","Marantaceae","Zingiberales",0,0,2,5,2,0
"Haumaniastrum","Lamiaceae","Lamiales",0,0,0,35,0,NA
"Hauya","Onagraceae","Myrtales",0,0,0,1,0,NA
"Havardia","Fabaceae","Fabales",3,0,0,7,3,1
"Havetiopsis","Clusiaceae","Malpighiales",0,0,0,3,0,NA
"Hawkesiophyton","Solanaceae","Solanales",1,0,0,3,1,1
"Haworthia","Xanthorrhoeaceae","Asparagales",0,0,23,166,23,0
"Haydenia","Celastraceae","Celastrales",0,0,0,3,0,NA
"Haynaldoticum","Poaceae","Poales",0,0,0,1,0,NA
"Hazardia","Asteraceae","Asterales",6,0,0,11,6,1
"Hebanthe","Amaranthaceae","Caryophyllales",1,0,0,6,1,1
"Hebe","Plantaginaceae","Lamiales",1,0,0,13,1,1
"Hebecarpa","Polygalaceae","Fabales",0,0,0,7,0,NA
"Hebecladus","Solanaceae","Solanales",0,0,0,1,0,NA
"Hebeclinium","Asteraceae","Asterales",0,0,0,26,0,NA
"Hebenstretia","Scrophulariaceae","Lamiales",0,0,2,23,2,0
"Hebepetalum","Linaceae","Malpighiales",1,0,0,3,1,1
"Heberdenia","Primulaceae","Ericales",1,0,0,1,1,1
"Hebestigma","Fabaceae","Fabales",1,0,0,1,1,1
"Hecastocleis","Asteraceae","Asterales",0,0,0,1,0,NA
"Hecatostemon","Salicaceae","Malpighiales",1,0,0,1,1,1
"Hechtia","Bromeliaceae","Poales",0,0,10,60,10,0
"Hecistopteris","Pteridaceae","Polypodiales",0,0,1,3,1,0
"Heckeldora","Meliaceae","Sapindales",1,0,0,2,1,1
"Hectorella","Montiaceae","Caryophyllales",0,0,1,1,1,0
"Hedbergia","Orobanchaceae","Lamiales",0,0,0,1,0,NA
"Hedeoma","Lamiaceae","Lamiales",0,0,4,44,4,0
"Hedera","Araliaceae","Apiales",3,0,0,17,3,1
"Hederorkis","Orchidaceae","Asparagales",0,0,0,2,0,NA
"Hedosyne","Asteraceae","Asterales",0,0,0,1,0,NA
"Hedstromia","Rubiaceae","Gentianales",0,0,0,1,0,NA
"Hedycarya","Monimiaceae","Laurales",2,0,0,2,2,1
"Hedychium","Zingiberaceae","Zingiberales",0,0,10,93,10,0
"Hedyosmum","Chloranthaceae","Chloranthales",6,0,0,44,6,1
"Hedyotis","Rubiaceae","Gentianales",3,0,2,158,5,0.6
"Hedypnois","Asteraceae","Asterales",0,0,1,4,1,0
"Hedysarum","Fabaceae","Fabales",3,0,8,201,11,0.272727272727273
"Hedyscepe","Arecaceae","Arecales",1,0,0,1,1,1
"Hedythyrsus","Rubiaceae","Gentianales",0,0,0,2,0,NA
"Heeria","Anacardiaceae","Sapindales",1,0,0,1,1,1
"Heeria","Melastomataceae",NA,0,0,0,1,0,NA
"Hegnera","Fabaceae","Fabales",0,0,0,1,0,NA
"Heimia","Lythraceae","Myrtales",2,0,0,4,2,1
"Heinekenia","Fabaceae","Fabales",0,0,0,3,0,NA
"Heinsenia","Rubiaceae","Gentianales",1,0,0,1,1,1
"Heinsia","Rubiaceae","Gentianales",1,0,0,5,1,1
"Heisteria","Olacaceae","Santalales",30,0,0,36,30,1
"Hekistocarpa","Rubiaceae","Gentianales",0,0,1,1,1,0
"Heladena","Malpighiaceae","Malpighiales",1,0,0,1,1,1
"Helanthium","Alismataceae","Alismatales",0,0,1,3,1,0
"Heldreichia","Brassicaceae","Brassicales",0,0,0,4,0,NA
"Helenium","Asteraceae","Asterales",0,0,1,39,1,0
"Heleocharis","Cyperaceae","Poales",0,0,0,3,0,NA
"Helia","Gentianaceae","Gentianales",0,0,0,3,0,NA
"Heliamphora","Sarraceniaceae","Ericales",0,0,1,10,1,0
"Heliantheae","Asteraceae","Asterales",0,0,0,3,0,NA
"Helianthella","Asteraceae","Asterales",0,0,0,10,0,NA
"Helianthemum","Cistaceae","Malvales",4,0,0,73,4,1
"Helianthostylis","Moraceae","Rosales",1,0,0,2,1,1
"Helianthus","Asteraceae","Asterales",0,0,9,71,9,0
"Helicanthes","Loranthaceae","Santalales",0,0,0,1,0,NA
"Helichrysopsis","Asteraceae","Asterales",0,0,0,1,0,NA
"Helichrysum","Asteraceae","Asterales",4,1,6,506,10,0.4
"Helicia","Proteaceae","Proteales",7,0,0,27,7,1
"Heliciopsis","Proteaceae","Proteales",1,0,0,4,1,1
"Helicodiceros","Araceae","Alismatales",0,0,1,1,1,0
"Heliconia","Heliconiaceae","Zingiberales",0,0,81,204,81,0
"Helicostylis","Moraceae","Rosales",6,0,0,7,6,1
"Helicotropis","Fabaceae","Fabales",0,0,0,4,0,NA
"Helicteres","Malvaceae","Malvales",4,0,0,56,4,1
"Helicteropsis","Malvaceae","Malvales",1,0,0,1,1,1
"Helictonema","Celastraceae","Celastrales",0,0,0,1,0,NA
"Helictotrichon","Poaceae","Poales",0,0,9,90,9,0
"Helietta","Rutaceae","Sapindales",2,0,0,7,2,1
"Helinus","Rhamnaceae","Rosales",1,0,0,5,1,1
"Heliocarpus","Malvaceae","Malvales",5,0,0,13,5,1
"Heliocauta","Asteraceae","Asterales",0,0,0,1,0,NA
"Heliocereus","Cactaceae","Caryophyllales",0,0,0,2,0,NA
"Heliohebe","Plantaginaceae","Lamiales",1,0,0,4,1,1
"Heliomeris","Asteraceae","Asterales",0,0,0,8,0,NA
"Heliophila","Brassicaceae","Brassicales",0,1,0,83,0,NA
"Heliopsis","Asteraceae","Asterales",0,0,1,15,1,0
"Heliotropium","Boraginaceae","UnknownOrder-Boraginaceae",12,5,4,156,16,0.75
"Helipterum","Asteraceae","Asterales",0,0,1,33,1,0
"Helixanthera","Loranthaceae","Santalales",4,0,0,26,4,1
"Helleborine","Orchidaceae","Asparagales",0,0,0,2,0,NA
"Helleborus","Ranunculaceae","Ranunculales",2,0,8,13,10,0.2
"Helleriella","Orchidaceae","Asparagales",0,0,1,2,1,0
"Hellmuthia","Cyperaceae","Poales",0,0,1,1,1,0
"Helmholtzia","Philydraceae","Commelinales",0,0,2,3,2,0
"Helminthostachys","Ophioglossaceae","Ophioglossales",0,0,0,2,0,NA
"Helminthotheca","Asteraceae","Asterales",0,0,0,5,0,NA
"Helmiopsiella","Malvaceae","Malvales",1,0,0,2,1,1
"Helmiopsis","Malvaceae","Malvales",0,0,0,9,0,NA
"Helmontia","Cucurbitaceae","Cucurbitales",0,1,0,4,0,NA
"Helogyne","Asteraceae","Asterales",0,0,0,8,0,NA
"Helonias","Melanthiaceae","Liliales",0,0,1,1,1,0
"Heloniopsis","Melanthiaceae","Liliales",0,0,6,6,6,0
"Helonoma","Orchidaceae","Asparagales",0,0,0,4,0,NA
"Helosis","Balanophoraceae","Santalales",0,0,0,1,0,NA
"Helwingia","Helwingiaceae","Aquifoliales",3,0,0,4,3,1
"Hemandradenia","Connaraceae","Oxalidales",1,0,0,2,1,1
"Hemarthria","Poaceae","Poales",0,0,2,12,2,0
"Hemerocallis","Xanthorrhoeaceae","Asparagales",0,0,5,20,5,0
"Hemesteum","Dryopteridaceae","Polypodiales",0,0,0,1,0,NA
"Hemiadelphis","Acanthaceae","Lamiales",0,0,0,1,0,NA
"Hemiandra","Lamiaceae","Lamiales",0,0,0,7,0,NA
"Hemianemia","Anemiaceae","Schizaeales",0,0,0,11,0,NA
"Hemianthus","Plantaginaceae","Lamiales",0,0,0,4,0,NA
"Hemiarrhena","Linderniaceae","Lamiales",0,0,0,1,0,NA
"Hemiboea","Gesneriaceae","Lamiales",0,0,0,26,0,NA
"Hemichaena","Phrymaceae","Lamiales",0,0,0,2,0,NA
"Hemichroa","Amaranthaceae","Caryophyllales",0,0,0,1,0,NA
"Hemicrambe","Brassicaceae","Brassicales",0,0,0,3,0,NA
"Hemidesmus","Apocynaceae","Gentianales",0,0,0,2,0,NA
"Hemidictyum","Diplaziopsidaceae","Polypodiales",0,0,0,1,0,NA
"Hemieva","Saxifragaceae","Saxifragales",0,0,0,2,0,NA
"Hemigenia","Lamiaceae","Lamiales",1,0,0,51,1,1
"Hemigramma","Tectariaceae","Polypodiales",0,0,0,3,0,NA
"Hemigraphis","Acanthaceae","Lamiales",0,0,0,22,0,NA
"Hemilophia","Brassicaceae","Brassicales",0,0,0,5,0,NA
"Hemimeris","Scrophulariaceae","Lamiales",0,0,2,7,2,0
"Hemionanthes","Pteridaceae","Polypodiales",0,0,0,1,0,NA
"Hemionitis","Pteridaceae","Polypodiales",0,0,0,8,0,NA
"Hemiorchis","Zingiberaceae","Zingiberales",0,0,0,3,0,NA
"Hemiphlebium","Hymenophyllaceae","Hymenophyllales",0,0,0,2,0,NA
"Hemiphora","Lamiaceae","Lamiales",0,0,0,5,0,NA
"Hemiphragma","Plantaginaceae","Lamiales",0,0,1,1,1,0
"Hemiphylacus","Asparagaceae","Asparagales",0,0,1,5,1,0
"Hemipilia","Orchidaceae","Asparagales",0,0,0,11,0,NA
"Hemipiliopsis","Orchidaceae","Asparagales",0,0,0,1,0,NA
"Hemipogon","Apocynaceae","Gentianales",0,0,0,12,0,NA
"Hemiptelea","Ulmaceae","Rosales",1,0,0,1,1,1
"Hemisorghum","Poaceae","Poales",0,0,0,2,0,NA
"Hemistachyum","Polypodiaceae","Polypodiales",0,0,0,1,0,NA
"Hemistegia","Cyatheaceae","Cyatheales",0,0,0,1,0,NA
"Hemistepta","Asteraceae","Asterales",0,0,1,1,1,0
"Hemisteptia","Asteraceae","Asterales",0,0,0,1,0,NA
"Hemistylus","Urticaceae","Rosales",0,0,0,3,0,NA
"Hemitelia","Cyatheaceae","Cyatheales",0,0,0,12,0,NA
"Hemithrinax","Arecaceae","Arecales",1,0,0,3,1,1
"Hemitomes","Ericaceae","Ericales",0,0,0,1,0,NA
"Hemizonella","Asteraceae","Asterales",0,0,0,1,0,NA
"Hemizonia","Asteraceae","Asterales",0,0,0,12,0,NA
"Hemizygia","Lamiaceae","Lamiales",0,0,0,2,0,NA
"Hemsleya","Cucurbitaceae","Cucurbitales",0,0,0,27,0,NA
"Hemsleyna","Malpighiaceae","Malpighiales",0,0,0,1,0,NA
"Henckelia","Gesneriaceae","Lamiales",0,0,0,69,0,NA
"Henleophytum","Malpighiaceae","Malpighiales",0,0,0,1,0,NA
"Hennecartia","Monimiaceae","Laurales",1,0,0,1,1,1
"Henonia","Amaranthaceae","Caryophyllales",0,0,0,1,0,NA
"Henophyton","Brassicaceae","Brassicales",0,0,0,2,0,NA
"Henrardia","Poaceae","Poales",0,0,1,2,1,0
"Henricksonia","Asteraceae","Asterales",0,0,0,1,0,NA
"Henriettea","Melastomataceae","Myrtales",3,0,0,63,3,1
"Henriettella","Melastomataceae","Myrtales",2,0,0,17,2,1
"Henriquezia","Rubiaceae","Gentianales",1,0,0,3,1,1
"Henrya","Acanthaceae","Lamiales",0,0,0,2,0,NA
"Hensmania","Xanthorrhoeaceae","Asparagales",0,0,1,3,1,0
"Hepatica","Ranunculaceae","Ranunculales",0,0,1,1,1,0
"Heppiantha","Gesneriaceae","Lamiales",0,0,0,1,0,NA
"Heppiella","Gesneriaceae","Lamiales",1,0,0,4,1,1
"Heptacodium","Caprifoliaceae","Dipsacales",1,0,0,1,1,1
"Heptanthus","Asteraceae","Asterales",0,0,0,7,0,NA
"Heptaptera","Apiaceae","Apiales",0,0,0,4,0,NA
"Heracleum","Apiaceae","Apiales",0,0,5,52,5,0
"Herbertia","Iridaceae","Asparagales",0,0,2,9,2,0
"Herbstia","Amaranthaceae","Caryophyllales",0,0,0,1,0,NA
"Herderia","Asteraceae","Asterales",0,0,0,1,0,NA
"Hereroa","Aizoaceae","Caryophyllales",0,0,0,29,0,NA
"Herissantia","Malvaceae","Malvales",0,0,0,6,0,NA
"Heritiera","Malvaceae","Malvales",9,0,0,9,9,1
"Hermannia","Malvaceae","Malvales",2,0,0,153,2,1
"Hermas","Apiaceae","Apiales",0,0,1,7,1,0
"Hermbstaedtia","Amaranthaceae","Caryophyllales",0,0,1,13,1,0
"Hermesias","Fabaceae","Fabales",0,0,0,1,0,NA
"Herminium","Orchidaceae","Asparagales",0,0,0,22,0,NA
"Herminorchis","Orchidaceae","Asparagales",0,0,0,1,0,NA
"Hernandia","Hernandiaceae","Laurales",8,0,0,14,8,1
"Herniaria","Caryophyllaceae","Caryophyllales",0,0,1,33,1,0
"Herodotia","Asteraceae","Asterales",0,0,0,1,0,NA
"Herpestis","Plantaginaceae","Lamiales",0,0,0,2,0,NA
"Herpetacanthus","Acanthaceae","Lamiales",0,0,1,7,1,0
"Herpetica","Fabaceae","Fabales",0,0,0,1,0,NA
"Herpetophytum","Orchidaceae","Asparagales",0,0,0,1,0,NA
"Herpetospermum","Cucurbitaceae","Cucurbitales",0,0,1,2,1,0
"Herpolirion","Xanthorrhoeaceae","Asparagales",0,0,1,1,1,0
"Herpothamnus","Ericaceae","Ericales",0,0,0,1,0,NA
"Herpysma","Orchidaceae","Asparagales",0,0,0,1,0,NA
"Herpyza","Fabaceae","Fabales",0,0,0,1,0,NA
"Herrania","Malvaceae","Malvales",3,0,0,17,3,1
"Herrea","Aizoaceae","Caryophyllales",0,0,0,24,0,NA
"Herreanthus","Aizoaceae","Caryophyllales",0,0,0,1,0,NA
"Herreranthus","Asteraceae","Asterales",0,0,0,1,0,NA
"Herreria","Asparagaceae","Asparagales",0,0,2,9,2,0
"Herreriopsis","Asparagaceae","Asparagales",0,0,0,1,0,NA
"Herrickia","Asteraceae","Asterales",0,0,0,4,0,NA
"Herschelia","Solanaceae","Solanales",0,0,0,1,0,NA
"Hertia","Asteraceae","Asterales",0,0,0,9,0,NA
"Hesperalbizia","Fabaceae","Fabales",1,0,0,1,1,1
"Hesperalcea","Malvaceae","Malvales",0,0,0,1,0,NA
"Hesperaloe","Asparagaceae","Asparagales",0,0,1,8,1,0
"Hesperantha","Iridaceae","Asparagales",0,0,34,84,34,0
"Hesperelaea","Oleaceae","Lamiales",1,0,0,1,1,1
"Hesperethusa","Rutaceae","Sapindales",0,0,0,1,0,NA
"Hesperevax","Asteraceae","Asterales",0,0,0,3,0,NA
"Hesperhodos","Rosaceae","Rosales",0,0,0,1,0,NA
"Hesperidanthus","Brassicaceae","Brassicales",0,0,0,5,0,NA
"Hesperis","Brassicaceae","Brassicales",0,0,1,51,1,0
"Hesperocallis","Asparagaceae","Asparagales",0,0,1,1,1,0
"Hesperochiron","Boraginaceae","UnknownOrder-Boraginaceae",0,0,0,4,0,NA
"Hesperocnide","Urticaceae","Rosales",0,0,1,2,1,0
"Hesperolaburnum","Fabaceae","Fabales",0,0,0,1,0,NA
"Hesperolinon","Linaceae","Malpighiales",0,0,0,13,0,NA
"Hesperomannia","Asteraceae","Asterales",1,0,0,3,1,1
"Hesperomecon","Papaveraceae","Ranunculales",0,0,0,1,0,NA
"Hesperomeles","Rosaceae","Rosales",2,0,0,12,2,1
"Hesperonia","Nyctaginaceae","Caryophyllales",0,0,0,1,0,NA
"Hesperothamnus","Fabaceae","Fabales",1,0,0,5,1,1
"Hesperoxiphion","Iridaceae","Asparagales",0,0,4,6,4,0
"Hesperoyucca","Asparagaceae","Asparagales",0,0,1,2,1,0
"Hesperozygis","Lamiaceae","Lamiales",0,0,0,7,0,NA
"Hessea","Amaryllidaceae","Asparagales",0,0,1,21,1,0
"Hestia","Araceae","Alismatales",0,0,0,1,0,NA
"Hetaeria","Orchidaceae","Asparagales",0,0,0,30,0,NA
"Heterachne","Poaceae","Poales",0,0,0,3,0,NA
"Heteracia","Asteraceae","Asterales",0,0,0,1,0,NA
"Heteradelphia","Acanthaceae","Lamiales",0,0,0,2,0,NA
"Heteranthelium","Poaceae","Poales",0,0,1,1,1,0
"Heteranthemis","Asteraceae","Asterales",0,0,0,1,0,NA
"Heteranthera","Pontederiaceae","Commelinales",0,0,9,12,9,0
"Heteranthia","Solanaceae","Solanales",0,0,0,1,0,NA
"Heteranthoecia","Poaceae","Poales",0,0,0,1,0,NA
"Heterisia","Saxifragaceae","Saxifragales",0,0,0,1,0,NA
"Heterocaryum","Boraginaceae","UnknownOrder-Boraginaceae",0,0,0,3,0,NA
"Heterocentron","Melastomataceae","Myrtales",1,0,0,17,1,1
"Heterochaenia","Campanulaceae","Asterales",0,0,0,4,0,NA
"Heterocodon","Campanulaceae","Asterales",0,0,1,1,1,0
"Heterocoma","Asteraceae","Asterales",0,0,0,1,0,NA
"Heterocondylus","Asteraceae","Asterales",0,0,1,13,1,0
"Heterocypsela","Asteraceae","Asterales",0,0,0,1,0,NA
"Heterodanaea","Marattiaceae","Marattiales",0,0,1,1,1,0
"Heteroderis","Asteraceae","Asterales",0,0,0,1,0,NA
"Heteroflorum","Fabaceae","Fabales",1,0,0,1,1,1
"Heterogonium","Tectariaceae","Polypodiales",0,0,0,13,0,NA
"Heterolamium","Lamiaceae","Lamiales",0,0,0,2,0,NA
"Heterolepis","Asteraceae","Asterales",1,0,0,3,1,1
"Heteromera","Asteraceae","Asterales",0,0,0,2,0,NA
"Heteromma","Asteraceae","Asterales",0,0,0,3,0,NA
"Heteromorpha","Apiaceae","Apiales",1,0,0,9,1,1
"Heteroneurum","Dryopteridaceae","Polypodiales",0,0,0,1,0,NA
"Heteronoma","Melastomataceae","Myrtales",0,0,0,2,0,NA
"Heteropanax","Araliaceae","Apiales",1,0,0,8,1,1
"Heteropappus","Asteraceae","Asterales",0,0,2,13,2,0
"Heteropetalum","Annonaceae","Magnoliales",1,0,0,1,1,1
"Heteropholis","Poaceae","Poales",0,0,0,4,0,NA
"Heterophragma","Bignoniaceae","Lamiales",2,0,0,2,2,1
"Heterophyllaea","Rubiaceae","Gentianales",0,0,0,3,0,NA
"Heteroplexis","Asteraceae","Asterales",0,0,0,2,0,NA
"Heteropogon","Poaceae","Poales",0,0,2,6,2,0
"Heteropolygonatum","Asparagaceae","Asparagales",0,0,1,6,1,0
"Heteropsis","Araceae","Alismatales",0,0,2,17,2,0
"Heteropterys","Malpighiaceae","Malpighiales",20,0,0,141,20,1
"Heteroptilis","Apiaceae","Apiales",0,0,0,1,0,NA
"Heteropyxis","Myrtaceae","Myrtales",1,0,0,3,1,1
"Heterorhachis","Asteraceae","Asterales",0,0,0,1,0,NA
"Heterosamara","Polygalaceae","Fabales",0,0,0,5,0,NA
"Heterosavia","Phyllanthaceae","Malpighiales",1,0,0,4,1,1
"Heterosmilax","Smilacaceae","Liliales",0,0,0,13,0,NA
"Heterospathe","Arecaceae","Arecales",1,0,0,39,1,1
